[0.5200572049924357, 0.49310863196845883, 0.4788729696598222, 0.125]
[0.4798718797276853, 0.5068748485716174, 0.521012105424456, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
[1.1819213313161876E-5, 2.7532433206317042E-6, 1.9154152620288078E-5, 0.125]
