[0.2779709950315563, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[0.33772660131596616, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[0.3256411977977709, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[0.05841949778434269, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 0.24156789487245553, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 0.1294833805720175, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 0.3137142489049214, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 0.31500257665550113, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.19742477312529852, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.20060897946186912, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.2033951600063684, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.20180305683808308, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.19662872154115585, 4.018646519852114E-6]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 0.20575872046294807]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 0.1965158334672882]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 0.18044124738787976]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 0.21339414885066707]
[6.714113065664026E-6, 6.441638752898737E-6, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 3.980257920713262E-6, 0.20374939720302201]
