[3.713330857779428E-5, 1.9984012789768187E-5, 0.09974020783373302, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.10133892885691448, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.09614308553157475, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.09694244604316547, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.10173860911270984, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.11173061550759393, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.09934052757793765, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.09734212629896083, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.09734212629896083, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 0.0977418065547562, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.10353717026378897, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.0989408473221423, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.11452837729816148, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.10393685051958433, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.09274580335731415, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.08914868105515587, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.10493605115907274, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.09754196642685851, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.09794164668265389, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 0.09614308553157475, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.22725701943844492]
[0.17827701448199035, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.016457883369330455]
[0.1682510211659859, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.015161987041036717]
[0.135202376531749, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.05490280777537797]
[0.03345711102859265, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.18146868250539958]
[0.1701076865948756, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.021209503239740822]
[0.17716301522465652, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.001771058315334773]
[0.022317118455254362, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.18665226781857452]
[0.11032305978462682, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.08168466522678186]
[0.0037504641663572225, 1.9984012789768187E-5, 1.9984012789768187E-5, 0.2121382289416847]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
[3.713330857779428E-5, 1.9984012789768187E-5, 1.9984012789768187E-5, 4.3196544276457885E-5]
